id,title,db_category,prediction,db_score,top1_score,top2_score,margin,bin,human_category,label_note
21,Bệnh viện Hàn Quốc truyền nhầm nhóm máu khiến bệnh nhân tử vong,Sức khỏe,Sức khỏe,-0.3820639230145296,-0.3820639230145296,-0.4324031259453288,0.05033920293079919,<0.10,,
22,Bảo Tín Mạnh Hải ra mắt quà tặng vàng 24K mùa Trung thu,Kinh doanh,Kinh doanh,-0.5610336728189529,-0.5610336728189529,-0.5839894514488418,0.022955778629888957,<0.10,,
23,Yếu tố giúp ống luồn dây điện IMC Vietconduit đạt chuẩn UL 1242,Khoa học,Khoa học,-0.49420176359947193,-0.49420176359947193,-0.5901381637207156,0.09593640012124366,<0.10,,
24,Ecovacs T80 Max - robot lau nhà mạnh nhất phân khúc tầm trung,Khoa học,Khoa học,-0.3734836705218126,-0.3734836705218126,-0.7092313342989359,0.33574766377712334,0.30–0.50,,
25,TP HCM yêu cầu rút ngắn thời gian giải quyết hồ sơ đất đai cho người dân,Pháp luật,Pháp luật,-0.6925285123100987,-0.6925285123100987,-0.7282336492116575,0.03570513690155874,<0.10,,
26,Ký ức hiệu kem 35 Tràng Tiền qua ống kính người khách Nhật,Sức khỏe,Sức khỏe,-0.5198461835777647,-0.5198461835777647,-0.6083542333440644,0.08850804976629967,<0.10,,
27,Ôtô tông loạt xe máy dừng đèn đỏ ở TP HCM,Xe,Xe,-0.6150077093537896,-0.6150077093537896,-0.6199588746511508,0.004951165297361282,<0.10,,
28,Ai mới là người nghèo thật sự?,Khoa học,Khoa học,-0.4475388464094364,-0.4475388464094364,-0.6265652974525752,0.17902645104313875,0.10–0.20,,
29,Tôi làm dâu nhà giàu nhưng phải tự kiếm từng đồng tiền bỉm sữa,Đời sống,Đời sống,-0.4272228571765884,-0.4272228571765884,-0.6923397960383415,0.2651169388617531,0.20–0.30,,
30,Ý tưởng về iPhone Duo bắt đầu từ 15 năm trước,Khoa học,Khoa học,-0.2521786304428848,-0.2521786304428848,-0.7432226961952919,0.4910440657524071,0.30–0.50,,
31,Ba điểm đến khám phá rừng - biển tại New South Wales,Khoa học,Khoa học,-0.09252359347263611,-0.09252359347263611,-0.7385181798389127,0.6459945863662766,>=0.50,,
32,Điều gì xảy ra khi ung thư phổi không được điều trị?,Sức khỏe,Sức khỏe,0.09816747367850032,0.09816747367850032,-0.6475460249490045,0.7457134986275048,>=0.50,,
33,Sedan cỡ C tháng 8: Cuộc đua ngày càng lệch về Mazda3,Thể thao,Thể thao,-0.6843236469103229,-0.6843236469103229,-0.7044677254488677,0.02014407853854483,<0.10,,
34,Nhóm người mắc kẹt ba ngày trong hang ở Phú Thọ,Khoa học,Khoa học,-0.5209650466061987,-0.5209650466061987,-0.6130513672945862,0.09208632068838751,<0.10,,
35,Nhà vua Thái Lan vào Lăng viếng Chủ tịch Hồ Chí Minh,Thể thao,Thể thao,-0.5375913473879058,-0.5375913473879058,-0.6306317672687409,0.09304041988083511,<0.10,,
36,"Sợ chồng biết cầm xe trả nợ, vợ dựng chuyện bị cướp",Đời sống,Đời sống,-0.48248681722269926,-0.48248681722269926,-0.5754989394260475,0.0930121222033482,<0.10,,
37,40 đại học tuyển sinh năm 2027 bằng điểm thi SPT,Giáo dục,Giáo dục,0.4784884612948417,0.4784884612948417,-0.8942796400819849,1.3727681013768267,>=0.50,,
38,Bóng chuyền nữ Việt Nam thắng dễ ở ASIAD 2026,Thể thao,Thể thao,-0.39356467912393045,-0.39356467912393045,-0.6437015182844328,0.25013683916050233,0.20–0.30,,
39,Singapore tặng tiền để người dân đọc sách,Đời sống,Đời sống,-0.5227272344256935,-0.5227272344256935,-0.7200754243104289,0.19734818988473546,0.10–0.20,,
40,Khách hàng và nhiếp ảnh gia kiện nhau vì ảnh cưới xấu,Đời sống,Đời sống,-0.5580029693426567,-0.5580029693426567,-0.5814071324913781,0.023404163148721402,<0.10,,
41,Thanh long xuất khẩu còn 2.000 đồng một kg,Kinh doanh,Kinh doanh,0.14076796044428141,0.14076796044428141,-0.7756076581568587,0.9163756186011401,>=0.50,,
42,TTC Land khánh thành tổ hợp đa tiện ích TTC Plaza Đà Nẵng,Kinh doanh,Kinh doanh,-0.4155774591082809,-0.4155774591082809,-0.6911429230124252,0.27556546390414427,0.20–0.30,,
43,Có những loại chất nhờn tiêm khớp nào?,Sức khỏe,Sức khỏe,-0.37859598169225916,-0.37859598169225916,-0.5870623376256774,0.20846635593341822,0.20–0.30,,
44,Hai khách hàng trúng căn hộ 10 tỷ khi gửi tiết kiệm tại NCB,Kinh doanh,Kinh doanh,-0.24964966977913305,-0.24964966977913305,-0.5987615781786491,0.349111908399516,0.30–0.50,,
45,Bị hen nhẹ có cần dùng thuốc mỗi ngày?,Sức khỏe,Sức khỏe,-0.3533286779288893,-0.3533286779288893,-0.6679802577578391,0.3146515798289498,0.30–0.50,,
46,Hà Nội đêm trên cung đường VnExpress Marathon,Khoa học,Khoa học,-0.5514661091255029,-0.5514661091255029,-0.6785669125632838,0.12710080343778096,0.10–0.20,,
47,Mỹ yêu cầu Tesla giải trình về an toàn của robotaxi,Xe,Xe,-0.3733727246534144,-0.3733727246534144,-0.6194282206706905,0.24605549601727605,0.20–0.30,,
48,Indonesia mất cầu thủ Serie A ở FIFA ASEAN Cup 2026,Thể thao,Thể thao,0.1643764252796952,0.1643764252796952,-0.7280356800807274,0.8924121053604226,>=0.50,,
49,"Hàng xóm thắc mắc vì tôi không đốt tổ ong vò vẽ, giết rắn trong vườn 3.000 m2",Khoa học,Khoa học,-0.39656383276017293,-0.39656383276017293,-0.6648960286115418,0.2683321958513689,0.20–0.30,,
